order_date,product_name,region,province,city,supplier,type,customer_name,name,order_num,order_amount,send_num,send_amount,book_num,book_amount
2010-02-27,扫描仪,西南,重庆,重庆,步步高,电脑办公,昇昕股份有限公司,张三,18,16020,17,15130,76,67640
2010-02-28,空调,华东,浙江,温州?,格兰仕,家用电器,红阳事业,张雪眉,25,59975,24,57576,84,201516
2010-03-01,微波炉,华东,浙江,温州?,松下,家用电器,红阳事业,张雪眉,20,9980,19,9481,80,39920
2010-03-02,空调,西南,重庆,重庆,格兰仕,家用电器,汉光企管,李丽,25,59975,24,57576,86,206314
2010-03-03,三人帐篷,西南,重庆,重庆,京东商城,运动户外,汉光企管,张三,16,7968,15,7470,78,38844
2010-03-04,电脑桌,西南,重庆,重庆,优雅主妇,家居厨具,汉光企管,张颖,22,6556,21,6258,85,25330
2010-03-05,计时器,西南,重庆,重庆,苏泊尔,家居厨具,汉光企管,张三,25,687.5,24,660,89,2447.5
2010-03-06,MP4,华东,江苏,南京,魅族,手机数码,艾德高科技,赵健,25,22475,24,21576,90,80910
2010-03-07,健身服,华东,江苏,南京,杰朴森,服装箱包,艾德高科技,王伟,20,17980,19,17081,86,77314
2010-03-08,健身的意义,华东,江苏,南京,杰朴森,图书,艾德高科技,王伟,40,1000,39,975,107,2675
2010-03-09,微单数码相机,华东,山东,青岛,索尼,手机数码,广通,孙家鑫,26,114374,25,109975,94,413506
2010-03-10,化妆大全,华东,山东,青岛,当当网,图书,广通,郑建杰,25,2450,24,2352,94,9212
2010-03-11,考勤机,华东,山东,青岛,纽曼,电脑办公,广通,孙家鑫,20,7000,19,6650,90,31500
2010-03-12,电压力锅,华东,山东,青岛,明基,家用电器,广通,郑建杰,30,7170,29,6931,31,7409
2010-03-13,沙发,西南,四川,成都,好事达,家居厨具,正人资源,高爽,60,143280,59,140892,62,148056
2010-03-14,液晶电视,西南,四川,成都,松下,家用电器,正人资源,孙林,40,199960,39,194961,43,214957
2010-03-15,MP3,西南,四川,成都,魅族,手机数码,正人资源,孙林,45,15255,44,14916,49,16611
2010-03-16,一次性纸杯,西南,四川,成都,好事达,家居厨具,正人资源,高爽,24,453.6,23,434.7,29,548.1
2010-03-17,三防手机,西北,宁夏,银川,探路者,手机数码,世邦,刘伟力,28,139916,27,134919,34,169898
2010-03-18,刀具7件套,西北,新疆,乌鲁木齐,苏泊尔,家居厨具,顶上系统,赵健,50,11950,49,11711,57,13623
2010-03-19,电饼铛,华北,河北,秦皇岛,美的,家用电器,大钰贸易,李丽,25,9950,24,9552,33,13134
2010-03-20,冲锋衣,华北,河北,秦皇岛,探路者,运动户外,大钰贸易,张颖,42,19278,41,18819,51,23409
2010-03-21,天文望远镜,华北,河北,秦皇岛,佳能,电脑办公,大钰贸易,张颖,17,7310,16,6880,27,11610
2010-03-22,打印机,华北,河北,秦皇岛,佳能,电脑办公,大钰贸易,张三,70,55930,69,55131,81,64719
2010-03-23,沙发,华北,河北,秦皇岛,好事达,家居厨具,大钰贸易,李丽,32,76416,31,74028,44,105072
2010-03-24,三防手机,华北,河北,石家庄,探路者,手机数码,五金机械,张颖,20,99940,19,94943,33,164901
2010-03-25,考勤机,华北,河北,石家庄,纽曼,电脑办公,五金机械,张三,20,7000,19,6650,34,11900
2010-03-26,MP3,东北,辽宁,大连,魅族,手机数码,远东开发,孙林,28,9492,27,9153,43,14577
2010-03-27,健身的意义,东北,辽宁,大连,杰朴森,图书,远东开发,孙林,70,1750,69,1725,86,2150
2010-03-28,刀具7件套,东北,辽宁,大连,苏泊尔,家居厨具,远东开发,孙林,18,4302,17,4063,35,8365
2010-03-29,旅行背包,华南,海南,海口,奴曼妮,服装箱包,友恒信托,李丽,40,27960,39,27261,58,40542
2010-03-30,计时器,华南,海南,海口,苏泊尔,家居厨具,友恒信托,张颖,60,1650,59,1622.5,79,2172.5
2010-03-31,一次性纸杯,华南,海南,海口,好事达,家居厨具,友恒信托,张三,21,396.9,20,378,41,774.9
2010-04-01,上网本,西北,宁夏,银川,步步高,电脑办公,康毅系统,赵军,20,61980,19,58881,41,127059
2010-04-02,健身车,西北,宁夏,银川,杰朴森,运动户外,康毅系统,赵军,28,36372,27,35073,50,64950
2010-04-03,液晶电视,西南,重庆,重庆,松下,家用电器,大钰贸易,王伟,30,149970,29,144971,53,264947
2010-04-04,化妆大全,西南,重庆,重庆,当当网,图书,大钰贸易,王伟,120,11760,105,10290,144,14112
2010-04-05,扫描仪,东北,吉林,长春,步步高,电脑办公,中硕贸易,马明,60,53400,58,51620,85,75650
2010-04-06,计时器,东北,吉林,长春,苏泊尔,家居厨具,中硕贸易,刘力,30,825,28,770,56,1540
2010-04-07,电饭煲,东北,吉林,长春,万利达,家用电器,中硕贸易,马明,35,6930,33,6534,62,12276
2010-04-08,汽车香水,东北,吉林,长春,京东商城,汽车用品,中硕贸易,刘力,24,1320,22,1210,52,2860
2010-04-09,英语教材,华东,江苏,南京,京东商城,图书,中通,李丽,21,2079,19,1881,50,4950
2010-04-10,液晶电视,华东,江苏,南京,松下,家用电器,中通,张三,35,174965,33,164967,65,324935
2010-04-11,一体机,华东,江苏,南京,万利达,电脑办公,中通,张颖,30,119970,28,111972,61,243939
2010-04-12,卡片相机,东北,辽宁,大连,奥林巴斯,手机数码,学仁贸易,张三,28,30800,26,28600,60,66000
2010-04-13,儿童套装,东北,辽宁,大连,Nike,服装箱包,学仁贸易,张颖,70,27930,68,27132,103,41097
2010-04-14,汽车坐垫,东北,辽宁,大连,墨菲斯卡,汽车用品,学仁贸易,李丽,20,1980,18,1782,54,5346
2010-04-15,计时器,东北,辽宁,大连,苏泊尔,家居厨具,学仁贸易,张三,60,1650,58,1595,95,2612.5
2010-04-16,旅行背包,华北,天津,天津,奴曼妮,服装箱包,正人资源,刘力,60,41940,58,40542,96,67104
2010-04-17,加湿器,华北,天津,天津,明基,汽车用品,正人资源,马明,65,6435,63,6237,102,10098
2010-04-18,投影仪,华北,天津,天津,明基,电脑办公,正人资源,郑建杰,21,69279,19,62681,59,194641
2010-04-19,笔记本电脑,华北,天津,天津,联想,电脑办公,正人资源,朱玉,70,419930,68,407932,109,653891
2010-04-20,打印机,华中,湖南,长沙,佳能,电脑办公,阳林,赵健,30,23970,28,22372,70,55930
2010-04-21,男士钱包,华中,湖南,长沙,三星,服装箱包,阳林,王伟,40,15960,38,15162,81,32319
2010-04-22,一体机,华中,湖南,长沙,万利达,电脑办公,阳林,王伟,30,119970,28,111972,72,287928
2010-04-23,电源转换器,华东,浙江,温州?,美的,汽车用品,保信人寿,张三,50,1750,48,1680,93,3255
2010-04-24,榨汁机,华东,江西,南昌,美的,家用电器,留学服务中心,金士鹏,20,2180,18,1962,99,10791
2010-04-25,上网本,华东,江西,南昌,步步高,电脑办公,留学服务中心,金士鹏,30,92970,28,86772,68,210732
2010-04-26,三人帐篷,华东,江西,南昌,京东商城,运动户外,留学服务中心,金士鹏,42,20916,40,19920,19,9462
2010-04-27,CDMA3G手机,华东,江西,南昌,OPPO,手机数码,留学服务中心,张媛媛,15,74955,13,64961,18,89946
2010-04-28,单反数码相机套机,华东,江西,南昌,尼康,手机数码,留学服务中心,金士鹏,12,107988,10,89990,25,224975
2010-04-29,储藏箱6件套,华北,河北,张家口,美达斯,家居厨具,一诠精密工业,王伟,30,5670,28,5292,28,5292
2010-04-30,刀具7件套,华北,河北,张家口,苏泊尔,家居厨具,一诠精密工业,赵健,25,5975,23,5497,23,5497
2010-05-01,计时器,华北,河北,张家口,苏泊尔,家居厨具,一诠精密工业,王伟,25,687.5,23,632.5,23,632.5
2010-05-02,音乐手机,西南,云南,昆明,OPPO,手机数码,嘉业,刘力,20,15980,18,14382,18,14382
2010-05-03,软件工程,西南,云南,昆明,当当网,图书,嘉业,刘力,16,944,14,826,14,826
2010-05-04,考勤机,西南,云南,昆明,纽曼,电脑办公,嘉业,马明,35,12250,33,11550,33,11550
2010-05-05,冲锋衣,西北,甘肃,兰州,探路者,运动户外,利合材料,李伟豪,22,10098,20,9180,20,9180
2010-05-06,上网本,西北,甘肃,兰州,步步高,电脑办公,利合材料,李伟豪,22,68178,20,61980,20,61980
2010-05-07,不粘炒锅,华东,上海,上海,苏泊尔,家居厨具,广通,刘伟力,49,9751,47,9353,47,9353
2010-05-08,电脑桌,华东,上海,上海,优雅主妇,家居厨具,广通,李伟豪,26,7748,24,7152,24,7152
2010-05-09,功放,西北,甘肃,兰州,尼康,手机数码,广通,金娜娜,25,39950,23,36754,23,36754
2010-05-10,GPS导航,西北,甘肃,兰州,三星,汽车用品,广通,张雪眉,40,39960,38,37962,38,37962
2010-05-11,电脑桌,西北,甘肃,兰州,优雅主妇,家居厨具,广通,金娜娜,19,5662,17,5066,17,5066
2010-05-12,冲锋衣,华北,天津,天津,探路者,运动户外,升格企业,刘力,20,9180,18,8262,18,8262
2010-05-13,榨汁机,西南,云南,昆明,美的,家用电器,池春建设,李伟豪,24,2616,22,2398,22,2398
2010-05-14,考勤机,西南,云南,昆明,纽曼,电脑办公,池春建设,刘伟力,40,14000,38,13300,38,13300
2010-05-15,电饭煲,西南,云南,昆明,万利达,家用电器,池春建设,李伟豪,24,4752,22,4356,22,4356
2010-05-16,复读机,华东,福建,厦门,步步高,电脑办公,红阳事业,王伟,28,4452,26,4134,26,4134
2010-05-17,不粘炒锅,华东,福建,厦门,苏泊尔,家居厨具,红阳事业,王伟,50,9950,48,9552,48,9552
2010-05-18,成功学,华东,浙江,温州?,明基,图书,五金机械,刘伟力,12,468,10,390,10,390
2010-05-19,不粘炒锅,华东,浙江,温州?,苏泊尔,家居厨具,五金机械,李伟豪,20,3980,18,3582,18,3582
2010-05-20,复读机,华北,天津,天津,步步高,电脑办公,升格企业,刘力,20,3180,18,2862,18,2862
2010-05-21,健身的意义,华北,天津,天津,杰朴森,图书,升格企业,刘力,20,500,18,450,18,450
2010-05-22,运动鞋,华北,天津,天津,Nike,服装箱包,升格企业,刘力,20,17980,18,16182,18,16182
2010-05-23,洗衣机,西南,重庆,重庆,西门子,家用电器,百达电子,郑建杰,50,54950,48,52752,48,52752
2010-05-24,MP3,西南,重庆,重庆,魅族,手机数码,百达电子,朱玉,12,4068,10,3390,10,3390
2010-05-25,扫描仪,西南,重庆,重庆,步步高,电脑办公,百达电子,郑建杰,36,32040,34,30260,34,30260
2010-05-26,汽车香水,西南,重庆,重庆,京东商城,汽车用品,百达电子,朱玉,35,1925,33,1815,33,1815
2010-05-27,电饼铛,东北,吉林,长春,美的,家用电器,高新园工会,朱玉,60,23880,58,23084,58,23084
2010-05-28,台式机,东北,吉林,长春,联想,电脑办公,高新园工会,郑建杰,55,252945,53,243747,53,243747
2010-05-29,车载MP3,东北,吉林,长春,纽曼,汽车用品,高新园工会,孙家鑫,26,6994,24,6456,24,6456
2010-05-30,运动手表,东北,吉林,长春,索尼,运动户外,高新园工会,郑建杰,25,21725,23,19987,23,19987
2010-05-31,床单四件套,西南,四川,成都,优雅主妇,家居厨具,永大企业,孙家鑫,60,35940,58,34742,58,34742
2010-06-01,刀具7件套,西南,四川,成都,苏泊尔,家居厨具,永大企业,郑建杰,20,4780,18,4302,18,4302
2010-06-02,单反操作指南,华北,天津,天津,索尼,图书,凯诚国际顾问公司,李伟豪,20,1180,18,1062,18,1062
2010-06-03,三防手机,华北,天津,天津,探路者,手机数码,凯诚国际顾问公司,刘伟力,12,59964,10,49970,10,49970
2010-06-04,电压力锅,华北,天津,天津,明基,家用电器,凯诚国际顾问公司,李伟豪,18,4302,16,3824,16,3824
2010-06-05,移动3G手机,华北,天津,天津,OPPO,手机数码,凯诚国际顾问公司,李伟豪,20,99940,18,89946,18,89946
2010-06-06,复读机,华北,天津,天津,步步高,电脑办公,兰格英语,马明,14,2226,12,1908,12,1908
2010-06-07,打印机,华北,天津,天津,佳能,电脑办公,兰格英语,刘力,30,23970,28,22372,28,22372
2010-06-08,健身的意义,华北,天津,天津,杰朴森,图书,兰格英语,刘力,25,625,23,575,23,575
2010-06-09,汽车香水,华北,天津,天津,京东商城,汽车用品,兰格英语,刘力,20,1100,18,990,18,990
2010-06-10,打印机,华北,河北,秦皇岛,佳能,电脑办公,文成,赵健,22,17578,20,15980,20,15980
2010-06-11,沙发,东北,吉林,长春,好事达,家居厨具,业兴,高爽,24,57312,22,52536,22,52536
2010-06-12,电脑桌,东北,吉林,长春,优雅主妇,家居厨具,业兴,孙林,20,5960,18,5364,18,5364
2010-06-13,液晶电视,西北,青海,西宁,松下,家用电器,华科,金士鹏,60,299940,58,289942,58,289942
2010-06-14,洗衣机,西北,青海,西宁,西门子,家用电器,华科,张媛媛,49,53851,47,51653,47,51653
2010-06-15,扫描仪,西北,青海,西宁,步步高,电脑办公,华科,金士鹏,30,26700,28,24920,28,24920
2010-06-16,化妆大全,西南,重庆,重庆,当当网,图书,池春建设,孙林,20,1960,18,1764,18,1764
2010-06-17,电饭煲,西南,重庆,重庆,万利达,家用电器,池春建设,高爽,20,3960,18,3564,18,3564
2010-06-18,儿童套装,华南,海南,海口,Nike,服装箱包,东旗,郑建杰,15,5985,13,5187,13,5187
2010-06-19,毛呢外套女,华南,海南,海口,京东商城,服装箱包,东旗,朱玉,17,20383,15,17985,15,17985
2010-06-20,冲锋衣,西北,甘肃,兰州,探路者,运动户外,顶上系统,孙家鑫,35,16065,33,15147,33,15147
2010-06-21,MP3,东北,吉林,长春,魅族,手机数码,建国科技,金士鹏,20,6780,18,6102,18,6102
2010-06-22,电子辞典,东北,吉林,长春,万利达,电脑办公,师大贸易,刘伟力,40,15960,38,15162,38,15162
2010-06-23,加湿器,东北,吉林,长春,明基,汽车用品,师大贸易,李伟豪,35,3465,33,3267,33,3267
2010-06-24,成功学,西南,重庆,重庆,明基,图书,正人资源,朱玉,45,1755,43,1677,43,1677
2010-06-25,上网本,西南,重庆,重庆,步步高,电脑办公,正人资源,郑建杰,50,154950,48,148752,48,148752
2010-06-26,儿童套装,西南,重庆,重庆,Nike,服装箱包,正人资源,孙家鑫,30,11970,28,11172,28,11172
2010-06-27,电脑桌,西南,重庆,重庆,优雅主妇,家居厨具,正人资源,郑建杰,70,20860,68,20264,68,20264
2010-06-28,成功学,东北,辽宁,大连,明基,图书,广通,郑建杰,50,1950,48,1872,48,1872
2010-06-29,单反数码相机套机,东北,辽宁,大连,尼康,手机数码,广通,孙家鑫,50,449950,48,431952,48,431952
2010-06-30,台式机,东北,辽宁,大连,联想,电脑办公,广通,郑建杰,30,137970,28,128772,28,128772
2010-07-01,打印机,华东,江苏,南京,佳能,电脑办公,昇昕股份有限公司,李伟豪,20,15980,18,14382,18,14382
2010-07-02,软件工程,华东,江苏,南京,当当网,图书,昇昕股份有限公司,刘伟力,40,2360,38,2242,38,2242
2010-07-03,儿童套装,华东,江苏,南京,Nike,服装箱包,康毅系统,李伟豪,28,11172,26,10374,26,10374
2010-07-04,储藏箱6件套,华东,江西,南昌,美达斯,家居厨具,五洲信托,李伟豪,16,3024,14,2646,14,2646
2010-07-05,电饭煲,华东,江西,南昌,万利达,家用电器,五洲信托,李伟豪,28,5544,26,5148,26,5148
2010-07-06,电饼铛,华东,江苏,南京,美的,家用电器,万海,马明,20,7960,18,7164,18,7164
2010-07-07,女士挎包,华东,江苏,南京,奴曼妮,服装箱包,万海,刘力,22,21978,20,19980,20,19980
2010-07-08,一次性纸杯,华东,江苏,南京,好事达,家居厨具,万海,刘力,20,378,18,340.2,18,340.2
2010-07-09,MP3,西南,重庆,重庆,魅族,手机数码,国皓,刘伟力,15,5085,13,4407,13,4407
2010-07-10,儿童套装,西南,重庆,重庆,Nike,服装箱包,国皓,李伟豪,40,15960,38,15162,38,15162
2010-07-11,毛呢外套女,西南,重庆,重庆,京东商城,服装箱包,国皓,李伟豪,30,35970,28,33572,28,33572
2010-07-12,电磁炉,西南,重庆,重庆,京东商城,家用电器,国皓,李伟豪,24,9576,22,8778,22,8778
2010-07-13,健身的意义,西南,云南,昆明,杰朴森,图书,升格企业,刘力,25,625,23,575,23,575
2010-07-14,复读机,华北,天津,天津,步步高,电脑办公,东帝望,刘伟力,25,3975,23,3657,23,3657
2010-07-15,微波炉,华北,天津,天津,松下,家用电器,东帝望,李伟豪,20,9980,18,8982,18,8982
2010-07-16,运动鞋,华北,天津,天津,Nike,服装箱包,东帝望,李伟豪,25,22475,23,20677,23,20677
2010-07-17,茶几,华东,浙江,温州?,美达斯,家居厨具,华科,孙林,25,22475,23,20677,23,20677
2010-07-18,投影仪,华东,浙江,温州?,明基,电脑办公,华科,孙林,26,85774,24,79176,24,79176
2010-07-19,毛呢外套女,华东,浙江,温州?,京东商城,服装箱包,华科,孙林,16,19184,14,16786,14,16786
2010-07-20,运动手表,华东,浙江,温州?,索尼,运动户外,华科,高爽,30,26070,28,24332,28,24332
2010-07-21,电饼铛,华北,天津,天津,美的,家用电器,大钰贸易,郑建杰,45,17910,43,17114,43,17114
2010-07-22,投影仪,华北,天津,天津,明基,电脑办公,大钰贸易,孙家鑫,49,161651,47,155053,47,155053
2010-07-23,英语教材,华北,天津,天津,京东商城,图书,大钰贸易,郑建杰,24,2376,22,2178,22,2178
2010-07-24,车载MP3,华北,天津,天津,纽曼,汽车用品,大钰贸易,郑建杰,90,24210,88,23672,88,23672
2010-07-25,打印复印一体机,华东,山东,济南,佳能,电脑办公,瑞栈工艺,李伟豪,50,199950,48,191952,48,191952
2010-07-26,储藏箱6件套,华东,福建,厦门,美达斯,家居厨具,正人资源,李伟豪,30,5670,28,5292,28,5292
2010-07-27,软件工程,华东,福建,厦门,当当网,图书,正人资源,刘伟力,80,4720,78,4602,78,4602
2010-07-28,故障应急箱,华东,福建,厦门,墨菲斯卡,汽车用品,正人资源,李伟豪,60,35940,58,34742,58,34742
2010-07-29,储藏箱6件套,华北,天津,天津,美达斯,家居厨具,建国科技,刘力,16,3024,14,2646,14,2646
2010-07-30,三人帐篷,华北,天津,天津,京东商城,运动户外,建国科技,刘力,22,10956,20,9960,20,9960
2010-07-31,成功学,华东,江苏,南京,明基,图书,通恒机械,李伟豪,20,780,18,702,18,702
2010-08-01,打印机,华东,江苏,南京,佳能,电脑办公,通恒机械,李伟豪,25,19975,23,18377,23,18377
2010-08-02,液晶电视,华东,江苏,南京,松下,家用电器,通恒机械,李伟豪,18,89982,16,79984,16,79984
2010-08-03,功放,华东,江苏,南京,尼康,手机数码,通恒机械,李伟豪,30,47940,28,44744,28,44744
2010-08-04,冰箱,华东,江苏,南京,西门子,家用电器,通恒机械,李伟豪,16,30208,14,26432,14,26432
2010-08-05,软件工程,华东,江苏,南京,当当网,图书,通恒机械,刘伟力,25,1475,24,1416,26,1534
2010-08-06,复读机,西南,四川,成都,步步高,电脑办公,东帝望,孙林,22,3498,21,3339,24,3816
2010-08-07,空调,西南,四川,成都,格兰仕,家用电器,东帝望,孙林,20,47980,19,45581,23,55177
2010-08-08,沙发,西南,四川,成都,好事达,家居厨具,东帝望,高爽,13,31044,12,28656,17,40596
2010-08-09,健身服,西南,四川,成都,杰朴森,服装箱包,东帝望,孙林,25,22475,24,21576,30,26970
2010-08-10,复读机,华东,山东,济南,步步高,电脑办公,宇欣实业,孙家鑫,40,6360,39,6201,46,7314
2010-08-11,汽车坐垫,华东,山东,济南,墨菲斯卡,汽车用品,宇欣实业,郑建杰,35,3465,34,3366,42,4158
2010-08-12,计时器,华东,山东,济南,苏泊尔,家居厨具,宇欣实业,朱玉,12,330,11,302.5,20,550
2010-08-13,打印机,华北,天津,天津,佳能,电脑办公,大东补习班,孙家鑫,16,12784,15,11985,25,19975
2010-08-14,单反数码相机套机,华北,天津,天津,尼康,手机数码,大东补习班,郑建杰,20,179980,19,170981,30,269970
2010-08-15,微单数码相机,西南,重庆,重庆,索尼,手机数码,国皓,李伟豪,24,105576,23,101177,35,153965
2010-08-16,健身服,西南,重庆,重庆,杰朴森,服装箱包,国皓,李伟豪,20,17980,19,17081,32,28768
2010-08-17,考勤机,西南,重庆,重庆,纽曼,电脑办公,国皓,李伟豪,35,12250,34,11900,48,16800
2010-08-18,微单数码相机,华东,江苏,南京,索尼,手机数码,千固,马明,20,87980,19,83581,34,149566
2010-08-19,软件工程,华东,江苏,南京,当当网,图书,千固,刘力,16,944,15,885,31,1829
2010-08-20,化妆大全,东北,吉林,长春,当当网,图书,高新园工会,郑建杰,120,11760,119,11662,136,13328
2010-08-21,毛呢外套女,东北,吉林,长春,京东商城,服装箱包,高新园工会,朱玉,35,41965,34,40766,52,62348
2010-08-22,汽车坐垫,东北,吉林,长春,墨菲斯卡,汽车用品,高新园工会,郑建杰,28,2772,27,2673,46,4554
2010-08-23,汽车香水,东北,吉林,长春,京东商城,汽车用品,高新园工会,朱玉,55,3025,54,2970,74,4070
2010-08-24,三人帐篷,华北,河北,秦皇岛,京东商城,运动户外,大钰贸易,刘力,25,12450,24,11952,45,22410
